Board UID,7.21E+21,,,,,,,,,,,,,,,,,,,,,,,
Date-Time,ax[0](mg),ay[0](mg),az[0](mg),gx[0](dps),gy[0](dps),gz[0](dps),mx[0](uT),my[0](uT),mz[0](uT),Yaw[0](deg),Pitch[0](deg),Roll[0](deg),ax[1](mg),ay[1](mg),az[1](mg),gx[1](dps),gy[1](dps),gz[1](dps),mx[1](uT),my[1](uT),mz[1](uT),Yaw[1](deg),Pitch[1](deg),Roll[1](deg)
12:15:27 AM,-757.1,269.5,309.5,21.7,-28.8,12.4,28.4,17.9,-10.8,162.28,14.4,71.38,418.8,613,-375.8,-14.2,-3.5,36.1,-17.7,22.8,21.8,28.3,56.88,-130.36
12:15:28 AM,-1034.4,138.6,341.3,21.8,0.6,3.2,28.1,16.8,-12.2,165.38,15.52,70.6,366.6,915.5,-381.5,-14,10.7,44.2,-19.8,23.6,20.6,31.86,54.12,-128.46
12:15:29 AM,-1624.2,111,62.7,23.1,19.4,-68.9,28.8,15.3,-12.8,170.14,10.22,74.26,-2,1328.4,-865.1,-42.2,-48.8,-47.4,-18.3,25.1,19.5,28.62,57.88,-134.9
12:15:30 AM,-868.9,307.3,196.7,-11.9,47.1,-45.8,31.1,10.7,-10.4,171.7,6.5,79.52,426.6,763.5,-558.8,-71.7,65.6,-69.8,-14,28.5,17.6,20.1,63.02,-144.18
12:15:31 AM,-599,163.9,66.9,30.5,9.1,-7.6,32.2,8.3,-7.7,172.84,8.06,83.46,236.9,516.4,-260.1,-23.7,-8.1,32.5,-12.5,30.5,14.3,22.92,64.88,-138.38
12:15:32 AM,-704.2,4.3,-55.2,37.8,9.2,18.4,32.4,8.1,-7.2,175.78,7.3,83.72,58.5,643.8,-300.5,-11.6,-15.2,52.8,-14,30.9,14.1,28.56,63.2,-134.66
12:15:33 AM,-872.2,40.9,-205,50.4,33.4,-20.3,33.7,9.5,-6.9,180.22,6.18,88,-32.7,714.7,-521.8,0.8,-43.4,-11.9,-14,31.4,16.2,23.7,62.04,-144.08
12:15:34 AM,-789.8,307.4,-65.7,-34.3,33.7,-29.2,36.7,7.5,-1.5,180.5,5.88,95.06,317.4,574.5,-618.3,6.4,9.6,-39.6,-10.8,32.4,19.4,11.5,58.76,-158.88
12:15:35 AM,-1316.4,33.9,14.5,-62.6,-13.5,17.1,37.8,7.4,-2,174.2,7.16,89.62,210.7,1083.6,-442.1,23.3,77.2,-29.6,-10.8,33.2,20.6,8.38,58.46,-153.64
12:15:36 AM,-1430.6,-366.7,170.6,-21.9,75.9,-40.3,38.7,6.6,-0.8,170.4,-0.82,89.96,45.4,1659,-646.5,-1.7,-39,-25.6,-7.8,31.4,25.8,344.3,58.02,-172.46
12:15:37 AM,-1088.7,-24.5,88.7,-51,31.3,-26.9,38.4,5.1,1.5,167,-2.06,91.52,153.4,936.3,-483.2,-12.9,38.5,-66.4,-7.7,32.2,24.6,341.6,61.06,-170.7
12:15:38 AM,-759.6,-49.2,110.3,-19.4,-20.5,9.4,38.4,5.9,3,163.4,-2.46,89.76,118.2,769.5,-166.3,-43.4,28.3,12.4,-6.2,33.3,24.3,337.56,66.9,-169.72
12:15:39 AM,-939.7,-212.4,91.5,-15.3,8.6,30,39,7.2,2.2,162.06,-3.14,89.28,32.3,946,-248.3,42.4,16.4,13.6,-7.4,33,24.6,339.04,68.14,-168
12:15:40 AM,-922.7,-162.7,18.3,35.2,-15.3,34.1,39.3,8.6,2.7,164.12,-4.28,89.36,-25.1,922.4,-257.2,-31.8,-12.5,68,-9,33,24.8,342.52,71.62,-164.04
12:15:41 AM,-749,125,116.7,33.5,-26.3,41.1,38.7,10.5,2,168.1,1.38,87.88,247.5,591.8,-292.1,-21.6,-22.2,40.8,-11.9,32.1,24.2,1.9,69.48,-148.9
12:15:42 AM,-970.4,162.9,165.2,28.3,7.3,5.5,38.6,12.9,3.6,170.6,7.88,86.54,301.3,1016.3,-311.9,39,-27.6,16.7,-10.5,31.2,25.7,5.62,64.92,-146.54
12:15:43 AM,-1596.6,64.9,-59.5,-10.3,8.1,34.5,37.5,14,6.2,171.18,10.54,89.48,302.4,1178.4,-698.2,86.6,0.2,4.2,-10.5,29.1,29.1,6.22,59.68,-149.34
12:15:44 AM,-1268.7,91,-154.8,47.9,36.8,-11.5,38.1,13.4,7.8,175.22,7.3,93.6,154.5,942.8,-772.9,-10,-83.1,5.4,-9,28.1,30.9,0.54,59.8,-159
12:15:45 AM,-696,208.2,4.3,25.3,25.4,-10.3,38.1,10.8,11.3,179.18,7.92,95.74,232.5,541.2,-237.3,-24.9,-1,-20.1,-6.8,29.9,30,3.6,62.34,-157.02
12:15:46 AM,-524.1,75.8,-97.1,38.9,-28.6,11,38.2,10.1,11.6,182.4,8.22,96.44,56.2,548.1,-309.9,-46.9,-10.4,26.4,-5.2,31.4,30.2,5.82,64.06,-157.16
12:15:47 AM,-1038,130.8,-340.2,24.5,-22.9,-3.1,38,9.5,12.5,185.4,9.14,98.44,1.7,886.5,-578.5,-31.9,-1.5,-8.3,-4.5,30.9,30.5,3.98,62,-161.6
12:15:48 AM,-840.8,304.7,-178.2,4.3,23,-17.8,38.1,8.3,13.7,188.82,7.2,103.58,181.4,616.2,-721.9,3.2,-62.6,-23.2,-0.8,31.5,30.3,357.6,60.5,-174.2
12:15:49 AM,-871.4,210.4,36.5,-59.9,-15.8,-24.4,38.1,7.2,12.2,184.96,9.04,98.44,194.2,720.2,-364,99,56,-62.5,-0.5,31.7,29.6,352.5,60.24,-173.48
12:15:50 AM,-1896.7,-615.5,18.2,-43.5,-43.4,-26.2,39.3,7.8,10.1,178.02,3.36,94.46,-403.2,1997.3,-817.9,-122.4,-4.4,-47.4,-2.2,27.8,33.6,337.12,56.92,178.72
12:15:51 AM,-1239.6,-92.8,225.8,-57,-26.9,-7.5,40.7,7.7,8.9,176.1,-1.52,91.26,47.9,1314.2,-515.9,-52,68.7,-31.3,-4.4,30.6,32.2,332.08,61.66,178.68
12:15:52 AM,-556.3,30.5,179.5,-44.4,-3.1,20.2,41.6,10.8,6,172.24,0.06,84.58,108.4,458.4,-11.1,-15.2,53.5,16.5,-10.1,37.2,25.1,350.2,78.22,-156.54
12:15:53 AM,-886.5,-196.6,83.6,-24.4,-6.3,19.2,41.4,13.8,3.6,169.8,-1.22,84.42,-18.2,721.3,-28.6,6.8,8.3,10.9,-12.9,36.9,23.7,349.88,80.1,-155.22
12:15:54 AM,-990.3,-344,112.2,15.8,21.9,7.3,41.7,15.8,5.2,170.2,-4.26,87.3,-205.9,1054.8,-120.2,36.1,-27.7,26,-14.6,34.4,27,326.54,79,-179.64
12:15:55 AM,-723.9,65.9,163.1,19.9,6.2,15.9,41,16.5,7.1,173.6,-3.28,89.32,198.1,582.7,-150.1,-19.5,-21.2,14.9,-14.4,33.3,28.8,340.92,77.28,-169.68
12:15:56 AM,-684.1,248.3,183.2,-4.5,24.4,-1.4,40.5,17.4,9,176.56,2.62,89.1,353.8,677.2,-298,28.7,-25.7,-12.4,-11.7,31.8,31.1,351.04,73.7,-162.66
12:15:57 AM,-1449.4,-62,-83.6,-17.8,38.7,3.2,39.9,18.3,10.4,175.98,4.94,91.96,56.2,1206.7,-594.2,85.1,54.9,-7.3,-13.7,30.5,31.7,349.4,68.04,-162.3
12:15:58 AM,-1633.9,-155.4,-160.3,24.4,34.7,-22.8,39.6,17.4,11.4,177.9,-0.2,96.1,-62.6,1272.5,-1000,25.8,-121,24,-13.5,29,33.5,337.2,65.46,-176.88
12:15:59 AM,-764.9,138,55.1,-3.9,24.3,-5.7,40.7,16.1,12.6,179.48,-0.26,97.84,197.1,758.3,-302.3,-39.4,-1.3,-23.6,-10.5,29.6,34.4,334.3,65.58,179.78
12:16:00 AM,-446,85.4,4.5,-17.3,-61.3,29.1,40.4,16.7,12.3,180.06,5.52,94.58,75.3,412.4,-171.5,-94.7,18.6,46.9,-11,32.9,31.1,347.62,70.62,-165.72
12:16:01 AM,-1105.9,175.2,15.3,10.4,-15.2,40.1,39.7,19.1,9.6,180.8,8.58,93.8,266.4,796.5,-364.4,142,-38.1,5.4,-14,32,30.8,355.24,65.74,-159.42
12:16:02 AM,-894.9,106.7,-20.9,62.3,4.3,32.5,39.5,21.2,8.7,186.64,8.82,94.22,66.6,641.7,-447.7,10,-72.4,55.4,-14.9,30,31.8,359.3,64.76,-160.08
12:16:03 AM,-578,257.8,55.3,-43.6,13,23.1,38,23.4,8,187.26,16.02,93.9,217,482.6,-378,-12.9,43.5,42.8,-16.1,29.7,31.2,8.66,60.2,-152.76
12:16:04 AM,-1978.9,-353.8,275.8,-17.8,11.2,-56.3,36.7,24,4.7,181.94,12.32,90.32,-68.8,1997.3,-586.3,-55.8,-3.2,-43.3,-19.5,27.2,30,358.98,59.44,-153.62
12:16:05 AM,-1413.4,599.6,405.5,-0.5,-2,-93,38.7,21.9,4.5,179.72,6.84,88.14,472.7,1107.3,-459.9,-111,53.7,-27.1,-17.9,30.5,28.8,4.1,66.7,-150.24
12:16:06 AM,-848,1.2,225.8,-48.7,-98.6,33.3,39.5,21.2,0.5,175.32,5.28,81.28,123.2,827,85,-139.8,97.1,49.7,-21.2,35.6,20.1,38.02,74.96,-107.72
12:16:07 AM,-436,-50.4,216,-43,-27.6,56,37.7,23.9,-7.2,171.6,5.22,71.72,73.7,440.1,91.1,11.1,47.9,51.7,-28.7,35.9,10.5,77.56,70.14,-62.98
12:16:08 AM,-728.5,-245.9,188.1,-19.7,51.2,16.4,35.6,26.1,-7.8,168.7,2.74,75.34,-72.2,810.1,132.2,70.5,25.9,-24.1,-30.3,34.1,9.9,78.38,76.12,-56.12
12:16:09 AM,-543.4,179.9,254.8,-31.6,46.8,9.2,36.3,26.6,-6.8,168.1,1.84,76.02,273.4,538,86.3,-26.3,36.2,-11.9,-29.1,35.1,9.2,88.06,77.28,-44
12:16:10 AM,-1978.9,-316,128.7,-8.6,3.8,-20,36.2,25.7,-6.8,166.2,2.34,80.5,-252,1997.3,-431.3,-109.5,3.6,-46.2,-25.7,36.2,13.2,2.28,85.18,-126.16
12:16:11 AM,-1032.7,92.4,251.3,36,52.9,7.3,36.9,25.4,-3.2,170.78,2.12,84.78,194.4,1088.3,-46.4,-61.7,-58,-7.7,-23.7,36.7,15,357.34,84.98,-135.98
12:16:12 AM,-573.4,181.1,118.3,33.2,-9.7,11.5,37.1,26.1,1.1,176.08,6.94,87.92,232.7,601.5,-113.3,8,-36,16.3,-22.4,36.3,18.2,3.78,79.74,-134.86
12:16:13 AM,-606.3,151.5,-91.1,41,2.5,36.9,36.9,26.7,0.8,180.6,11.28,87.16,76.6,499.1,-270.3,16.6,-73,60.8,-23.3,35.2,19.1,18.3,75.72,-125.08
12:16:14 AM,-1131.1,22.1,-355.6,85.8,64.7,-7.7,35.4,27.8,5.7,187,11.38,94.92,-192.5,1017.5,-563.9,10.5,-98.4,14,-22.1,31.8,26.1,356.86,68.34,-153.04
12:16:15 AM,-928.6,406.5,65.6,-19.8,-65.7,-17.8,35.4,25.5,9.5,191.04,12.4,97.62,424.3,840.9,-532.5,-70.8,34.6,12.3,-17.4,30.9,30.5,357.6,63.64,-160.8
12:16:16 AM,-583.6,176.2,76.3,-40.5,-102.7,-6.9,37.5,24.5,2.1,188.84,14.44,84.66,171.5,482.8,4.5,-34.4,60,-4.8,-21.3,36.3,19.7,37.12,70.78,-114.16
12:16:17 AM,-1480.3,174.5,352.8,-5.5,-81.2,32.7,37.7,23.7,-4.1,187.4,14.38,78.06,456.2,1224.3,-163.9,-60.1,16.1,72.3,-24.2,36.2,16.4,46.66,69.1,-103.9
12:16:18 AM,-1134.9,-121.8,905.4,2.7,-62,-1.5,35.9,22.8,-12.6,187.86,8.36,63.74,184.7,1455.1,462.4,-180.6,68.6,97,-28.7,36,6.6,81.76,66,-63.68
12:16:19 AM,-607.3,181.9,618.6,-40,-33.3,-13.6,33.9,23.3,-19.1,185.22,6.8,54.44,504.3,780.3,329,-39.2,87.6,-7.9,-31.8,34.4,-2.1,95.5,55.64,-47.14
12:16:20 AM,-284.2,148.8,316.4,-32.3,18.1,25.7,34.2,22.5,-21.3,180.9,10.12,50.58,259.1,262.1,262.8,9,8.9,13.7,-31.5,34.5,-8.4,97.22,48.02,-41.06
12:16:21 AM,-846.6,9.1,475.1,-29,36.5,15.8,34.5,22.5,-20.9,178.58,9.36,53.38,257.6,748.8,269.8,78,23.6,-1,-31.8,35,-7.7,92.5,50.6,-44.26
12:16:22 AM,-481.9,-386.5,665.3,14.1,44.6,-6.7,33.2,21,-24.3,176.44,1.94,50.46,-90.3,591.5,912,-60,-7.3,16,-29.3,34.8,-11.7,102.68,51.14,-27.62
12:16:23 AM,-471.8,278.8,451.6,41.6,42.8,-29,33.3,21.8,-20.9,178.7,3.82,52.1,440.9,393.9,262.4,43.5,-47.4,-24.9,-30.2,35.6,-8.4,101,50.16,-35.16
12:16:24 AM,-752,151.5,560.6,-21,54.1,31.2,36,20.9,-17.7,180.46,8.5,56.34,469.8,897.4,285.5,77.9,0.9,-1.1,-27.8,37.8,-1.1,90.02,58.2,-50.04
12:16:25 AM,-1516.2,-370.1,670.9,-22.4,-80.2,-58.7,35.9,20.9,-16.1,177.96,6.6,59.5,-155.9,1997.2,326,-53.1,70.8,-103,-25.7,38.9,0.9,86.34,66.46,-50.48
12:16:26 AM,-1024.8,50.3,520.1,-3.7,16.3,-50.6,39,16.1,-13.4,184.38,-0.38,66.44,395.6,1172.8,-52.6,-4,-15.8,-40.5,-22.7,40.8,2.9,88.9,72.98,-52.44
12:16:27 AM,-497.1,26.8,325.9,-20.4,5.2,-15.5,41,13.8,-12.6,183.8,-0.96,64.32,136.5,355.5,341.1,-31.8,38.5,-40.5,-20,42.2,-3.3,109.34,65.6,-29.4
12:16:28 AM,-1072.6,71.7,281.1,20.4,-84.1,-17,40.1,11.3,-13.8,185.68,-2.9,62.32,176.2,810.1,80.7,29.9,-33.5,0.8,-18.5,43.2,-3.8,115.92,65.6,-23.62
12:16:29 AM,-754.9,-153,513.7,-9.6,-3.5,-3,37.7,9.3,-21.3,186.78,-3.8,56.44,191.9,976.2,376,-63.9,-15.9,-3.4,-17.9,43.4,-5.7,118.18,65.82,-23.42
12:16:30 AM,-727,253.6,771.5,59.6,-146,8.1,36.3,11.3,-24.5,188.88,2.24,50.72,440.1,719.4,202,-72.4,22.2,19.5,-18,43.7,-5.4,111.14,65.54,-33.86
12:16:31 AM,-850.3,-64,1035.3,-107.9,53.7,55.5,30.5,11.9,-32.4,190.82,4.02,37.18,196.4,872.7,590.9,-28.4,27.6,92.2,-20.3,39.9,-17,113.04,51.46,-26.78
12:16:32 AM,-557.2,-188.2,1060.3,71.9,91.6,-42.4,28.1,11.4,-35,188.36,-1.04,35.42,-419.5,969.2,1085.8,-96.7,55,54.6,-19.7,36.2,-24.5,116.82,45.16,-10.88
12:16:33 AM,-820.3,89.2,1086.4,-24.8,-127.2,39.4,30.3,13.8,-33.3,186.92,0.14,36.58,165.2,482.8,1042.1,-62.2,66.6,13.2,-21.8,30.2,-29.7,114.3,31.98,-10.84
12:16:34 AM,-149.9,-390.5,462,31.9,-157.2,-33.9,16.8,12.6,-44,187.94,-4.16,12.5,162.5,204.3,550.5,-35.7,0.4,39.8,-23,26.3,-34.7,113.16,23.28,-11.44
12:16:35 AM,42.8,126,787.6,192.4,-45.7,34.8,11,21.3,-42.5,191.7,8.88,5.16,176.8,332.5,680.5,-45.3,15.6,50.3,-25.2,22.5,-35.4,109.92,21.84,-16.48
12:16:36 AM,15.7,425.3,726.2,9,-54.5,-20.4,7.8,30.2,-39,189.28,17.28,0.78,34.7,-3.7,803.2,-4,-57.3,18.3,-26,17.7,-37.7,110.02,15.62,-10.82
12:16:37 AM,18.8,420.2,1007.4,-13.2,85.6,60.8,5.7,27.9,-41.2,186.14,13.44,1.88,552.4,385.5,898.2,-11.9,-15.4,18,-30.3,16.5,-36,107.92,15.42,-20.1
12:16:38 AM,343.7,-524.3,1473.5,-81.9,-51.9,-7.6,6.9,21.3,-45.7,179.72,1.88,7.7,439.1,208.2,1954.1,-51.7,184.7,42.4,-28.5,13.2,-38,106.72,15.52,-15.74
12:16:39 AM,123.2,167.1,827.5,15.2,7.6,-43.5,5.9,20.9,-45,185.82,2.02,8.76,191.5,366.2,512.8,-85.8,-184.9,-18.3,-21.5,17.4,-40.5,112.42,22.38,-7.08
12:16:40 AM,-25.7,-1.6,520.1,-2.2,122.8,-9.2,9.8,20,-45,190.34,4.28,12.34,267.9,158.6,527.8,-57.1,-0.7,-5,-25.5,15.9,-39.3,112.3,20.24,-15.26
12:16:41 AM,-553.4,186.8,869.9,39.6,64,-24.7,16.1,20,-42.6,193.54,6.52,20.76,375.6,136,674,-67.4,24.6,15.4,-26.1,13.5,-40.2,110.96,15.44,-20.22
12:16:42 AM,-459.1,231.6,757.3,-30.4,125.2,-158,22.2,18.9,-39.7,202.4,5.3,29.58,426.7,371,839.7,48.2,45.6,-53.1,-23.1,13.5,-41.7,115.22,17.5,-17.16
12:16:43 AM,-897.5,188.5,1384,-56.5,34.4,13.9,29.9,7.5,-38.4,209.7,-2.26,34.16,308.6,-234.4,1241.3,201.3,-34.3,163.6,-23.1,13.2,-41.7,113.1,14.98,-19.32
12:16:44 AM,-1976,-653.7,1566.2,-203.7,286.7,36.6,37.4,8.4,-28.8,206.82,-3.6,46.9,1755.3,-43.2,1654.1,286.7,286.7,-286.7,-14.3,36.2,-27.9,115.2,37.52,-4.78
12:16:45 AM,-377.1,483.5,650.5,43.7,-16.6,178.1,34.7,19.2,-28.5,203.52,12.88,41.62,-246.7,1087,-106.1,-76.1,1.8,50.4,-2.9,49.5,-8.1,125.28,58.7,17.76
12:16:46 AM,104.5,439.6,323.2,128,-49.9,80.1,28.5,30.5,-27.2,199.48,26.92,35.6,124.3,-1906.5,-75.1,222.2,20.2,30.9,-5,8.6,-49.1,120.74,33.94,5.54
12:16:47 AM,-649.8,593.6,770.7,-94.7,24.5,222.6,22.7,37.7,-24.8,190.02,35.42,31.66,-13.7,370.1,942.9,-4.4,58.7,-11.8,-5.7,12.8,-48.2,116.98,31.54,4.5
12:16:48 AM,-88.3,588.9,740.5,-49.5,16.6,179,10.4,42,-28.5,165.06,36.06,20.32,492.4,-89.7,832.6,-125.3,-82.2,-55.7,-9.8,3,-48.6,121.46,13.1,0.42
12:16:49 AM,-25.1,584.9,738.6,21.8,-22.7,-58.9,8.9,41.1,-29.7,158.66,37.38,18.46,319.8,56.5,1099.3,240.5,-30.1,31.4,-15.6,1.8,-47.4,122.06,10.14,-6.22
12:16:50 AM,-1074.8,152.1,1227.7,-186.8,17,-38.9,16.4,27.5,-39.6,156.82,17.44,30.64,232.5,906.4,1485.4,84.1,-15.5,-62.3,-29.7,11.3,-38.6,119.04,17.04,-20.42
12:16:51 AM,-105,300.5,821.4,117.6,-66.6,-38.7,15,23.9,-42,160.16,14.46,26.98,497.1,71.7,518.2,153.2,-85.7,-62.7,-35,14.9,-32.7,121.22,16.62,-30.9
12:16:52 AM,-124.1,74.4,551,-170.5,-183.1,-129.4,9.8,24.2,-44.6,168.92,14.3,13.6,365.5,55.1,246.6,25.5,-61.8,-6,-38.1,19.7,-25.1,119.08,19.22,-43.68
12:16:53 AM,453,384.1,331.1,71.1,-36.2,-0.4,-2.1,16.7,-48.9,179.42,8.54,-3.64,578.4,313.7,191.5,-24.1,-139.7,31.4,-42.7,20,-17.9,115.06,24.66,-58.24
12:16:54 AM,-641.2,248.8,1339,79.1,101,19.6,5.1,23.6,-45.7,169.62,18.86,9.58,772.7,451.2,572.7,105.4,-27.6,-28,-44.1,19.1,-14.3,112.44,23,-61.28
12:16:55 AM,-947.6,-197.6,1768.3,24.1,84.1,-26.6,12,25.8,-42.9,177.34,15.44,21.2,883,1281,1085.3,34.9,66.5,-33.5,-44.7,23.1,-9.6,101.9,33.36,-65.64
12:16:56 AM,-458.4,210,1255.1,-169.4,-0.3,-53.4,12.8,24.3,-43.5,176.54,7.68,19.14,1190.7,541.9,219.4,125.5,14.5,-37,-45.6,23,-7.2,98.86,31.74,-68.76
12:16:57 AM,302.3,97.7,414.1,-41.9,-85.3,-43,7.8,16.5,-48.5,175.7,2.92,11.6,549.1,193,124.4,-14,7.1,44.4,-44.1,24.9,-9.2,100.48,32.1,-64.1
12:16:58 AM,558,761.6,354.3,17.6,150.4,149.4,4.1,18.8,-48.9,169.58,7.52,7.58,506.2,53.9,460.7,-0.9,65.8,69,-46.5,19.5,-13.8,98.58,21.02,-60.3
12:16:59 AM,-437.4,60,998.9,-0.7,-186.2,68.2,4.7,23.1,-47.1,159.52,9.76,12.12,743.2,288.5,813.6,-158.8,98.5,-7,-45.9,11.4,-20.9,103.9,11.78,-49.28
12:17:00 AM,-305.8,-239.4,1025.2,0.9,-100,-6.3,-3.3,20.3,-48.9,159.84,1.46,9.94,478.9,679.7,814.6,-75.4,58.8,10.2,-42.7,9.5,-27.3,109.5,15.78,-37.72
12:17:01 AM,-7.4,70.6,1243,5.1,13.9,0.6,-8.7,23.9,-46.4,156.58,4.96,5.6,540.7,245.7,1080.8,-98.1,63.2,44.9,-41.9,5,-29,107.06,14.78,-34.44
12:17:02 AM,-41.8,-96.2,715.2,21.9,25.3,-10.3,-13.5,23.1,-45.3,157.46,-0.06,-0.48,357.1,428.3,551.7,-6.3,11.2,16,-40.7,3.8,-30.3,107.4,13.98,-27.62
12:17:03 AM,155.7,347.2,940.8,-54.8,-218.3,38.1,-16.7,22.8,-43.5,155,0.88,-0.44,222.3,1860.3,-1938.9,286.7,69.7,-286.7,-39.2,1.2,-32,107.64,14.42,-25.72
12:17:04 AM,-140.6,130.2,1140.5,-46.3,74.3,18.8,-22.8,19.5,-43.1,154.9,-4.74,-6.14,-1408.4,1222.2,562.1,-286.7,256.6,-268,-34.5,12.5,-33.9,106.28,16.46,-18.74
12:17:05 AM,50.3,-246.6,869.7,14,145.2,-97.3,-19.4,16.7,-45.5,158.52,-6.74,-3.62,456.7,311.7,893.6,92.6,106.5,-28.8,-27.9,7.2,-41,109.28,18.44,-12.28
12:17:06 AM,-256.6,458.7,943.9,4.4,-72.9,-238.1,-12.8,25.8,-43.4,177.18,2.12,-3.66,321.7,616.4,862.1,25.2,-2,-101.2,-24.3,12,-41.9,117.86,20.06,-8.98
12:17:07 AM,453,663.2,370.9,-102.5,-224.8,13.4,-24.5,24.5,-38.6,180.72,0.96,-25.14,-16.1,-302,325.2,-113.8,77.3,-70.6,-17.4,14,-45.3,127.36,14.46,-2.34
12:17:08 AM,379.1,319.6,695,-12.9,56,-24.9,-27.8,25.1,-37.1,181.42,2.36,-29.04,466.5,242.8,448,-46.1,9.8,-38.4,-15.8,14.4,-46.1,138.3,14.74,-4.26
12:17:09 AM,713.3,275,1019.9,-27.6,-112.5,14.7,-24,27.2,-38.4,183.68,7.32,-24.36,-290.7,172.4,577.2,-37.9,63.4,-30.5,-11.7,15,-47.1,139.9,16.16,1.12
12:17:10 AM,420,-151.6,1873.1,-77.5,19.1,53.7,-22.7,23,-43.2,181.6,-1,-19.36,-290.7,172.4,577.2,-37.9,63.4,-30.5,-11.7,15,-47.1,139.9,16.16,1.12
12:17:11 AM,461.1,274.4,822.9,-136.4,-29.6,19.5,-24.3,17.3,-45.5,185,-7.7,-23.54,-290.7,172.4,577.2,-37.9,63.4,-30.5,-11.7,15,-47.1,139.9,16.16,1.12
12:17:12 AM,625.1,-125.9,418.6,15.2,-90.9,78.8,-29.9,6,-44.7,186.62,-17.7,-34.52,-29.5,383,874.1,94.6,79,-286.7,-10.1,16.7,-49.4,138.98,14.9,-19.08
12:17:13 AM,587.9,-310.6,1101.1,17.5,-51.7,92.2,-32.2,9.6,-43.7,178.62,-11.8,-35.6,-29.5,383,874.1,94.6,79,-286.7,-10.1,16.7,-49.4,138.98,14.9,-19.08
12:17:14 AM,395.2,-452.7,462.9,-46,-13.6,117.6,-35.7,5.1,-42.3,171,-22.4,-33.26,-702.7,-133.9,596.2,-115.7,100.6,-101.5,12.9,11.3,-51,162.02,-3.82,15
12:17:15 AM,562.9,-185.5,783.4,25.7,-24.8,52.3,-37.2,0,-40.2,165.56,-27.06,-34.72,-306,-108.8,856.2,-48.1,-40.7,5.3,17.4,2.2,-51,156.32,-11.84,17.84
12:17:16 AM,558.2,-213.4,607.6,-25.1,-32.2,83.4,-38.7,-1.5,-39.5,160.6,-23.44,-35.6,-228.3,-122.4,763.4,-43.1,-2.9,-15,16.4,-0.2,-51,157.86,-14.82,18.96
12:17:17 AM,581.5,-635.1,520,-24.9,-16.9,49.8,-39.9,-7.2,-36.7,157,-32.14,-36.32,-228.3,-122.4,763.4,-43.1,-2.9,-15,16.4,-0.2,-51,157.86,-14.82,18.96
12:17:18 AM,519.6,-919.3,1227.1,-41,28.2,109.4,-38.7,-12.6,-36.9,148.48,-32.96,-28.5,-228.3,-122.4,763.4,-43.1,-2.9,-15,16.4,-0.2,-51,157.86,-14.82,18.96
12:17:19 AM,118.6,-771.1,809.8,-109.8,1.3,26,-35.4,-21.2,-36.6,147.62,-45.6,-25.68,-636.5,-398.3,318.3,-69.3,17.1,38.3,22.4,-26,-42.7,129.26,-28.84,49.98
12:17:20 AM,262.2,-110.6,410.9,-36.5,60.1,-6.3,-35.1,-22.7,-35.7,150.7,-48.82,-25.92,-818.5,-228.1,480.9,-200.2,38.3,13.5,23,-26.4,-42.2,127.72,-29.32,51.22
12:17:21 AM,343.7,-392.3,365.2,-19.8,9.8,27.4,-33.3,-26.4,-36.5,152.14,-47.84,-25.74,-818.5,-228.1,480.9,-200.2,38.3,13.5,23,-26.4,-42.2,127.72,-29.32,51.22
12:17:22 AM,22.8,-1164.7,770.1,-7.5,-36.1,-1.8,-29.9,-29.9,-36.5,145.28,-49.82,-16.48,-816.8,-532.2,401.8,22.5,6,8.1,28.8,-36.3,-30,89.2,-45.88,116.46
12:17:23 AM,172.3,-462,-176.4,103.7,-22.9,-110,-35.9,-23,-37.4,150,-40.74,-27.12,-580.9,-396.4,420.7,91.1,-54.3,14.4,27.6,-36.6,-31.1,92.5,-46.68,112.5
12:17:24 AM,503.2,-909.4,1551.5,89.6,110.7,37.6,-39,-11.3,-42.3,153.78,-31.16,-26.66,-1566.2,-981.1,398.1,-29.7,216.1,112.5,29.6,-17,-45.3,114.66,-29.76,131.74
12:17:25 AM,379.4,-1197.6,474.6,-177.3,49,52.7,-36.2,-11,-43.8,145.26,-34.16,-22.3,-1314.8,-708.2,456.2,-88.3,105.4,80.2,39,-15.6,-38.6,116.8,-21.16,133.04
12:17:26 AM,710.5,-422.6,653.9,87.9,157.6,78.6,-35.9,-23.4,-37.4,145.14,-47.12,-22.2,-619.2,-416.6,317.7,-13.7,93.4,-24.7,46.8,-14.7,-28.2,116.42,-20.22,141.88
12:17:27 AM,265.5,-430.7,777,14.2,90.1,24.5,-26.4,-21,-46.5,145.56,-41.42,-15.8,-673.4,-524,177,7,74.2,-8.2,49.5,-17,-22.7,117.52,-27.92,146.04
12:17:28 AM,73.3,-1102.6,660.1,-70.6,25.4,49.3,-22.4,-26.3,-44.9,143.8,-45.78,-12.42,-876.3,-554.6,-24.9,-81.3,92.3,-46.3,51.3,-19.8,-12.9,113.04,-27.48,152.9
12:17:29 AM,66.4,-370.2,691.2,191.6,9,82.8,-23,-21.2,-46.8,136.38,-38.6,-9.04,-605.4,-499.5,-523.3,-34.4,92.5,-61.5,50.4,-21.2,9.9,105.3,-15.46,167.74
12:17:30 AM,82.5,-567.7,1064.9,-33.7,13.8,89.2,-15.6,-17.6,-50,117.08,-31.1,2.7,-776.6,-625.2,-606.2,-24,12.6,-54.8,45.5,-28.5,11.7,98.56,-23.32,167.92
