58:35.2,-6.4,-587.4,560.2,15.3,-10.6,-24.6,3.8,-27.6,-18.9,24.6,-30.7,16.14,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:35.3,721.9,-409.6,771,20.8,27,-83.7,1.4,-27.2,-19.7,32.12,-33.82,12.2,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:35.4,-229.7,-402.2,641.7,38.8,50.9,-54.8,-2,-25.1,-23.3,39.9,-30.64,13.94,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:35.5,-422.4,-447.2,839.9,48.3,106.6,-74.1,-1.5,-22.2,-24.9,48.94,-26.54,17.78,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:35.6,-681.2,-581.8,624.1,66,286.7,18,10.2,-19.2,-26.4,57.24,-23.7,36.8,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:35.7,-1114.9,11.7,44.5,44.3,248.8,87.9,36.6,-13.5,-10.5,56.04,-12.82,70.3,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:35.8,-950.8,-115.3,-184.2,20.4,8.5,27.9,44.1,-7.8,-1.8,57.12,-5.58,85.84,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:35.9,-1069,-125.8,-165.4,5.2,-13.3,17.1,45.2,-5.4,0.8,57.82,-3.9,91.74,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:36.0,-1001.6,9.8,-49.7,-11.1,-19.9,-4.9,45,-5.2,0.2,57.28,-3.18,91.72,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:36.1,-1045.5,-15.6,57.8,-33,1.3,-10.8,44.1,-6.2,-0.6,55.2,-2.58,89.64,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:36.2,-981.6,9,-53.4,-53.7,-41.2,-13.6,42.5,-8.1,-1.8,50.84,-3.46,88.1,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:36.3,-976.3,-111.1,71,-77.1,-43.6,-4.6,40.4,-10.4,-3.3,43.9,-4.56,84.98,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:36.4,-940.5,-267.3,262.1,-61.7,-38.4,7.3,39,-12.6,-4.1,36.5,-8.12,81.6,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:36.5,-885.5,-328.7,296.2,-17.4,-51.7,-3.1,37.8,-14.6,-5.4,31.88,-12.52,76.96,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:36.6,-927.7,-77.9,289.7,3.7,-18.8,-16.6,36.6,-15,-8.1,31.8,-12.68,73.94,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:36.7,-978.3,-120.2,273.8,-22.9,-1,-14.2,35,-16.1,-7.8,31,-10.98,73.94,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:36.8,-914.6,-312.3,290.1,-18.7,-25.6,-0.9,33.7,-17.6,-8.3,28.34,-12.76,73.76,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:36.9,-1025.6,-209.4,459.9,-15.8,-165,-29,32.1,-18.8,-11.4,26.52,-14.86,67.84,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:37.0,-377.6,-17.4,672.6,-20.8,-207.6,-22.4,17.4,-20.7,-23.3,27.12,-14.96,44.48,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:37.1,-528.2,-197,727.9,-55.8,-26.1,46.1,9.3,-22.5,-24.6,24.36,-13,32.16,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
